"Month","Year","State","Indicator","Value"
"Oct",2021,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",35.9
"Sep",2021,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",34.2
"Apr",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Aug",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",35.2
"Dec",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",38.1
"Feb",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Jan",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",36.3
"Jul",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",43.5
"Jun",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",46.1
"Mar",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"May",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Nov",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",39.5
"Oct",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",37.4
"Sep",2022,"Mississippi","Symptoms of Anxiety Disorder or Depressive Disorder",46.8
"Aug",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"Dec",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",39.6
"Jul",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",39.0666666666667
"Jun",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",33.68
"May",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",36.2
"Nov",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",40
"Oct",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",38.6
"Sep",2020,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",33.45
"Apr",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"Aug",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",31.2333333333333
"Dec",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Feb",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",39.45
"Jan",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",43.7
"Jul",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Jun",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",32.75
"Mar",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",36.7
"May",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",28.8
"Oct",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",33.6
"Sep",2021,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",36.55
"Apr",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",32.2
"Aug",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Dec",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",35
"Feb",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Jan",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"Jul",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",30.5
"Jun",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",31.1
"Mar",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"May",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",31.7
"Nov",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Oct",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",39.4
"Sep",2022,"Missouri","Symptoms of Anxiety Disorder or Depressive Disorder",36.9
"Aug",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",30.7
"Dec",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",40.05
"Jul",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",36.8333333333333
"Jun",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",30.94
"May",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",28.825
"Nov",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",42.35
"Oct",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Sep",2020,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",35.65
"Apr",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",36.1
"Aug",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",27.5333333333333
"Dec",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",30.1
"Feb",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",33.6
"Jan",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Jul",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",26.9
"Jun",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",24.4
"Mar",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",31.5333333333333
"May",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",25.6
"Oct",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",28.2
"Sep",2021,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",29.75
"Apr",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"Aug",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",36.1
"Dec",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",36
"Feb",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Jan",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",34.6
"Jul",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",37
"Jun",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",27.1
"Mar",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",25.9
"May",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",32.3
"Nov",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",32.9
"Oct",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",34.9
"Sep",2022,"Montana","Symptoms of Anxiety Disorder or Depressive Disorder",33.9
"Aug",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Dec",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Jul",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Jun",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"May",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",29.075
"Nov",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",38.85
"Oct",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",32.9
"Sep",2020,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",30.6
"Apr",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Aug",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",27.1333333333333
"Dec",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",30.5
"Feb",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",34.85
"Jan",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",38.5
"Jul",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",25.5
"Jun",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",24
"Mar",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",29.7
"May",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",28.45
"Oct",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",33.5
"Sep",2021,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",27.2
"Apr",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Aug",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",31
"Dec",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",32.9
"Feb",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",28.3
"Jan",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"Jul",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",30.3
"Jun",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",31.3
"Mar",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"May",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Nov",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",33.7
"Oct",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"Sep",2022,"Nebraska","Symptoms of Anxiety Disorder or Depressive Disorder",31.7
"Aug",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",40.4
"Dec",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",46.65
"Jul",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",46
"Jun",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",39.06
"May",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",37.625
"Nov",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",47.45
"Oct",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",42.6
"Sep",2020,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",40.2
"Apr",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",32.6
"Aug",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",35.5
"Dec",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",36.3
"Feb",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",42.7
"Jan",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",41.7
"Jul",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Jun",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",35.2
"Mar",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",40.6333333333333
"May",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",28.8
"Oct",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Sep",2021,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",35.1
"Apr",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Aug",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",32.5
"Dec",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",41.1
"Feb",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",37
"Jan",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"Jul",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",38.3
"Jun",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",39.9
"Mar",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"May",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",30.1
"Nov",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",39.3
"Oct",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",38.9
"Sep",2022,"Nevada","Symptoms of Anxiety Disorder or Depressive Disorder",37.1
"Aug",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Dec",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",40.6
"Jul",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",37.1666666666667
"Jun",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",33.42
"May",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",32.425
"Nov",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",39.65
"Oct",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Sep",2020,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",33.55
"Apr",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",27.3
"Aug",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",26.6
"Dec",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",30.7
"Feb",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",35.15
"Jan",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",36.5
"Jul",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",29.9
"Jun",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",27.2
"Mar",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",34.1666666666667
"May",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",26.9
"Oct",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",23.5
"Sep",2021,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",27.75
"Apr",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Aug",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",28.8
"Dec",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Feb",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",23.9
"Jan",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",31.7
"Jul",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",28.8
"Jun",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Mar",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",29.6
"May",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Nov",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",32.4
"Oct",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",33.2
"Sep",2022,"New Hampshire","Symptoms of Anxiety Disorder or Depressive Disorder",38.1
"Aug",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",37.8
"Dec",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",41.1
"Jul",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",39.2666666666667
"Jun",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"May",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",36.9
"Nov",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",38.9
"Oct",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",37.4
"Sep",2020,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",36.85
"Apr",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"Aug",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",27.3333333333333
"Dec",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",27.8
"Feb",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",40.5
"Jan",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",39.4
"Jul",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",21.9
"Jun",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",30.6
"Mar",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",36.3333333333333
"May",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",27.05
"Oct",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",28.6
"Sep",2021,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",28.9
"Apr",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Aug",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",24.5
"Dec",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Feb",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",34.9
"Jan",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",33.8
"Jul",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",36.1
"Jun",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",29.6
"Mar",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",27.7
"May",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"Nov",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",35.4
"Oct",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",38.5
"Sep",2022,"New Jersey","Symptoms of Anxiety Disorder or Depressive Disorder",31.7
"Aug",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",38.9
"Dec",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",46.9
"Jul",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",44.1666666666667
"Jun",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",36.26
"May",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",37.725
"Nov",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",46.95
"Oct",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",43.7
"Sep",2020,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",41.7
"Apr",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Aug",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",32.5
"Dec",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",34.6
"Feb",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",43.1
"Jan",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",38.9
"Jul",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",36.6
"Jun",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",34.25
"Mar",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",40.2
"May",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",28.75
"Oct",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Sep",2021,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",32.95
"Apr",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",39.3
"Aug",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",32.4
"Dec",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",32.9
"Feb",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",34.8
"Jan",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",36.8
"Jul",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",39.5
"Jun",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",33.2
"Mar",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",34
"May",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",32.4
"Nov",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",38.7
"Oct",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",40.5
"Sep",2022,"New Mexico","Symptoms of Anxiety Disorder or Depressive Disorder",38.1
"Aug",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"Dec",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",39.8
"Jul",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",39.7
"Jun",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",34.7
"May",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",36.9
"Nov",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",39.1
"Oct",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",37.05
"Sep",2020,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",36.95
"Apr",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Aug",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",27.7
"Dec",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Feb",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",38.8
"Jan",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",40.2
"Jul",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",26.7
"Jun",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",29.1
"Mar",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",37.1333333333333
"May",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Oct",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",29.6
"Sep",2021,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",34.7
"Apr",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",30.9
"Aug",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",26.3
"Dec",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",34.4
"Feb",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",29.6
"Jan",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Jul",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",31.9
"Jun",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"Mar",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",29.1
"May",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",32
"Nov",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",39.3
"Oct",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Sep",2022,"New York","Symptoms of Anxiety Disorder or Depressive Disorder",37.2
"Aug",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.3
"Dec",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",38
"Jul",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",38.7333333333333
"Jun",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",34.58
"May",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",31.8
"Nov",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",41.9
"Oct",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",34.1
"Sep",2020,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.4
"Apr",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Aug",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.8666666666667
"Dec",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Feb",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",41.8
"Jan",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",44.3
"Jul",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",31.2
"Jun",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",28.75
"Mar",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35.7
"May",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Oct",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35
"Sep",2021,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.4
"Apr",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",31.5
"Aug",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.7
"Dec",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",30.8
"Feb",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",28
"Jan",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.3
"Jul",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.3
"Jun",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Mar",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",29.7
"May",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",28.1
"Nov",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",35.2
"Oct",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"Sep",2022,"North Carolina","Symptoms of Anxiety Disorder or Depressive Disorder",32.8
"Aug",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.6
"Dec",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",33.45
"Jul",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",33.2333333333333
"Jun",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.92
"May",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.075
"Nov",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",32.25
"Oct",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.35
"Sep",2020,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27
"Apr",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",31.4
"Aug",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",25.4
"Dec",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",33.4
"Feb",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",32.15
"Jan",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",35.6
"Jul",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27.1
"Jun",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",26.75
"Mar",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",27.8666666666667
"May",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24
"Oct",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",33.3
"Sep",2021,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.05
"Apr",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",32.6
"Aug",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",26
"Dec",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",31
"Feb",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",30
"Jan",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",24.8
"Jul",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",32.7
"Jun",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",28.2
"Mar",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",26.2
"May",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",29.8
"Nov",2022,"North Dakota","Symptoms of Anxiety Disorder or Depressive Disorder",36.6
